id;key;option;likert_question;scale
152;FAMSURV2Wb_W50;Essential;In general, how important, if at all, is being in a committed romantic relationship in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Being in a committed romantic relationship is essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
152;FAMSURV2Wb_W50;Important, but not essential;In general, how important, if at all, is being in a committed romantic relationship in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Being in a committed romantic relationship is important, but not essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
152;FAMSURV2Wb_W50;Not important;In general, how important, if at all, is being in a committed romantic relationship in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Being in a committed romantic relationship is not important for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
153;FAMSURV2Wc_W50;Essential;In general, how important, if at all, is having children in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having children is essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
153;FAMSURV2Wc_W50;Important, but not essential;In general, how important, if at all, is having children in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having children is important, but not essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
153;FAMSURV2Wc_W50;Not important;In general, how important, if at all, is having children in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having children is not important for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
154;FAMSURV2Wd_W50;Essential;In general, how important, if at all, is having a job or career they enjoy in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having a job or career they enjoy is essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
154;FAMSURV2Wd_W50;Important, but not essential;In general, how important, if at all, is having a job or career they enjoy in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having a job or career they enjoy is important, but not essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
154;FAMSURV2Wd_W50;Not important;In general, how important, if at all, is having a job or career they enjoy in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having a job or career they enjoy is not important for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
155;FAMSURV2We_W50;Essential;In general, how important, if at all, is having a lot of money in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having a lot of money is essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
155;FAMSURV2We_W50;Important, but not essential;In general, how important, if at all, is having a lot of money in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having a lot of money is important, but not essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
155;FAMSURV2We_W50;Not important;In general, how important, if at all, is having a lot of money in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Having a lot of money is not important for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
156;FAMSURV11W_W50;Working full-time for pay;What do you think is the ideal situation for women with young children, working full-time, part-time, or not working for pay at all? To what extent do you agree with the following statement: The ideal situation for women with young children is working full-time for pay. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
156;FAMSURV11W_W50;Working part-time for pay;What do you think is the ideal situation for women with young children, working full-time, part-time, or not working for pay at all? To what extent do you agree with the following statement: The ideal situation for women with young children is working part-time for pay. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
156;FAMSURV11W_W50;Not working for pay at all;What do you think is the ideal situation for women with young children, working full-time, part-time, or not working for pay at all? To what extent do you agree with the following statement: The ideal situation for women with young children is not working for pay at all. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
157;FAMSURV11M_W50;Working full-time for pay;What do you think is the ideal situation for men with young children, working full-time, part-time, or not working for pay at all? To what extent do you agree with the following statement: The ideal situation for men with young children is working full-time for pay. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
